"name","first_release","versions","archived","index"
"SCBmeanfd",NA,0,TRUE,2954
"SCEPtER",NA,1,TRUE,2955
"SCEPtERbinary",NA,0,FALSE,2956
"SCEPtERextras",NA,0,TRUE,2957
"SCGLR",NA,0,TRUE,2958
"SCI",NA,0,TRUE,2959
"SCMA",NA,0,TRUE,2960
"SCRSELECT",NA,1,TRUE,2961
"SCRT",NA,1,TRUE,2962
"SCVA",NA,1,TRUE,2963
"SDBP",NA,0,TRUE,2964
"SDD",NA,1,TRUE,2965
"SDDA",NA,0,TRUE,2966
"SDDE",NA,1,TRUE,2967
"SDMTools",NA,1,TRUE,2968
"SDR",NA,0,TRUE,2969
"SDaA",NA,1,TRUE,2970
"SDisc",NA,0,TRUE,2971
"SE.IGE",NA,0,TRUE,2972
"SEERaBomb",NA,1,TRUE,2973
"SEHmodel",NA,0,TRUE,2974
"SEL",NA,0,TRUE,2975
"SEMID",NA,1,TRUE,2976
"SEMModComp",NA,0,FALSE,2977
"SFS",NA,1,TRUE,2978
"SGCS",NA,1,TRUE,2979
"SGL",NA,1,TRUE,2980
"SGP",NA,1,TRUE,2981
"SGPdata",NA,1,TRUE,2982
"SHARE",NA,0,TRUE,2983
"SHELF",NA,1,TRUE,2984
"SHIP",NA,0,TRUE,2985
"SHLR",NA,0,TRUE,2986
"SIBER",NA,1,TRUE,2987
"SIBERG",NA,1,TRUE,2988
"SID",NA,0,FALSE,2989
"SIDES",NA,0,TRUE,2990
"SII",NA,0,TRUE,2991
"SIMMS",NA,1,TRUE,2992
"SIN",NA,0,TRUE,2993
"SINGLE",NA,0,TRUE,2994
"SIS",NA,1,TRUE,2995
"SISIR",NA,0,FALSE,2996
"SKAT",NA,1,TRUE,2997
"SLC",NA,1,TRUE,2998
"SLDAssay",NA,1,TRUE,2999
"SLHD",NA,1,TRUE,3000
"SLOPE",NA,1,TRUE,3001
"SLmisc",NA,0,TRUE,3002
"SMC",NA,0,TRUE,3003
"SMCP",NA,1,TRUE,3004
"SMCRM",NA,1,TRUE,3005
"SMFI5",NA,0,FALSE,3006
"SMIR",NA,0,TRUE,3007
"SML",NA,0,TRUE,3008
"SMM",NA,1,TRUE,3009
"SMMA",NA,0,FALSE,3010
"SMNCensReg",NA,1,TRUE,3011
"SMPracticals",NA,1,TRUE,3012
"SMR",NA,1,TRUE,3013
"SMVar",NA,0,TRUE,3014
"SNFtool",NA,1,TRUE,3015
"SNPMClust",NA,1,TRUE,3016
"SNPMaP",NA,0,TRUE,3017
"SNPMaP.cdm",NA,0,TRUE,3018
"SNPRelate",NA,0,TRUE,3019
"SNPassoc",NA,1,TRUE,3020
"SNPmaxsel",NA,0,TRUE,3021
"SNPtools",NA,1,TRUE,3022
"SNSequate",NA,1,TRUE,3023
"SOAR",NA,0,TRUE,3024
"SODC",NA,0,FALSE,3025
"SOIL",NA,1,TRUE,3026
"SOMbrero",NA,1,TRUE,3027
"SOPIE",NA,1,TRUE,3028
"SOR",NA,0,TRUE,3029
"SPA3G",NA,0,FALSE,3030
"SPACECAP",NA,1,TRUE,3031
"SPARQL",NA,0,TRUE,3032
"SPAtest",NA,1,TRUE,3033
"SPEDInstabR",NA,1,TRUE,3034
"SPEI",NA,1,TRUE,3035
"SPIAssay",NA,1,TRUE,3036
"SPIn",NA,1,TRUE,3037
"SPMS",NA,0,TRUE,3038
"SPODT",NA,1,TRUE,3039
"SPOT",NA,0,TRUE,3040
"SPPcomb",NA,0,FALSE,3041
"SPSL",NA,0,TRUE,3042
"SPYvsSPY",NA,0,FALSE,3043
"SPmlficmcm",NA,0,TRUE,3044
"SQDA",NA,0,FALSE,3045
"SQLiteDF",NA,0,TRUE,3046
"SQLiteMap",NA,0,TRUE,3047
"SQN",NA,1,TRUE,3048
"SQUAREM",NA,1,TRUE,3049
"SQUAREM",NA,0,TRUE,3050
"SRCS",NA,1,TRUE,3051
"SRMA",NA,0,TRUE,3052
"SRPM",NA,0,TRUE,3053
"SRRS",NA,0,TRUE,3054
"SSBtools",NA,1,TRUE,3055
"SSDM",NA,0,TRUE,3056
"SSDforR",NA,0,TRUE,3057
"SSL",NA,0,FALSE,3058
"SSN",NA,1,TRUE,3059
"SSOAP",NA,0,TRUE,3060
"SSRMST",NA,0,TRUE,3061
"SSSR",NA,0,TRUE,3062
"SSsimple",NA,0,TRUE,3063
"STAR",NA,1,TRUE,3064
"STARSEQ",NA,0,TRUE,3065
"STARTS",NA,1,TRUE,3066
"STB",NA,1,TRUE,3067
"STEPCAM",NA,1,TRUE,3068
"STMedianPolish",NA,0,TRUE,3069
"STPGA",NA,0,TRUE,3070
"SV",NA,0,TRUE,3071
"SVGMapping",NA,0,TRUE,3072
"SVMMatch",NA,1,TRUE,3073
"SWATmodel",NA,1,TRUE,3074
"SWMPr",NA,1,TRUE,3075
"SYNCSA",NA,1,TRUE,3076
"Sabermetrics",NA,0,TRUE,3077
"SafeBayes",NA,0,TRUE,3078
"SafeQuant",NA,0,TRUE,3079
"Sample.Size",NA,0,FALSE,3080
"SampleSizeMeans",NA,0,TRUE,3081
"SampleSizeProportions",NA,0,FALSE,3082
"SamplerCompare",NA,1,TRUE,3083
"SamplingStrata",NA,1,TRUE,3084
"Scale",NA,0,FALSE,3085
"SchemaOnRead",NA,0,TRUE,3086
"SciViews",NA,0,TRUE,3087
"SciencePo",NA,0,TRUE,3088
"SciencesPo",NA,1,TRUE,3089
"ScottKnott",NA,1,TRUE,3090
"ScottKnottESD",NA,1,TRUE,3091
"ScrabbleScore",NA,0,FALSE,3092
"ScreenClean",NA,0,TRUE,3093
"SearchTrees",NA,1,TRUE,3094
"SecKW",NA,1,TRUE,3095
"SeerMapper",NA,0,FALSE,3096
"SegCorr",NA,1,TRUE,3097
"Segmentor3IsBack",NA,1,TRUE,3098
"SeleMix",NA,1,TRUE,3099
"Select",NA,1,TRUE,3100
"SelvarMix",NA,1,TRUE,3101
"SemiCompRisks",NA,1,TRUE,3102
"SemiMarkov",NA,1,TRUE,3103
"SemiPar",NA,1,TRUE,3104
"SemiParBIVProbit",NA,0,TRUE,3105
"SemiParSampleSel",NA,0,TRUE,3106
"SenSrivastava",NA,1,TRUE,3107
"SensMap",NA,1,TRUE,3108
"SensMixed",NA,1,TRUE,3109
"SensitivityCaseControl",NA,0,TRUE,3110
"SensoMineR",NA,1,TRUE,3111
"SensusR",NA,1,TRUE,3112
"SeqFeatR",NA,0,TRUE,3113
"SeqGrapheR",NA,1,TRUE,3114
"SeqKnn",NA,0,TRUE,3115
"SequenceAnalysis",NA,1,TRUE,3116
"Sequential",NA,1,TRUE,3117
"SesIndexCreatoR",NA,0,TRUE,3118
"SetMethods",NA,0,TRUE,3119
"SetRank",NA,0,TRUE,3120
"ShapeChange",NA,0,TRUE,3121
"ShapePattern",NA,0,TRUE,3122
"ShapeSelectForest",NA,0,TRUE,3123
"SharedHT2",NA,0,TRUE,3124
"SharpeR",NA,0,TRUE,3125
"ShinyItemAnalysis",NA,1,TRUE,3126
"ShrinkCovMat",NA,1,TRUE,3127
"Shrinkage",NA,0,TRUE,3128
"SiMRiv",NA,1,TRUE,3129
"SiZer",NA,0,TRUE,3130
"SigOptR",NA,0,FALSE,3131
"SigTree",NA,0,TRUE,3132
"SigWinR",NA,0,TRUE,3133
"SightabilityModel",NA,0,TRUE,3134
"Sim.DiffProc",NA,1,TRUE,3135
"Sim.DiffProcGUI",NA,0,TRUE,3136
"SimComp",NA,1,TRUE,3137
"SimCorMultRes",NA,1,TRUE,3138
"SimDesign",NA,1,TRUE,3139
"SimHap",NA,0,TRUE,3140
"SimHaz",NA,0,FALSE,3141
"SimInf",NA,1,TRUE,3142
"SimPhe",NA,1,TRUE,3143
"SimRAD",NA,1,TRUE,3144
"SimReg",NA,0,TRUE,3145
"SimSCRPiecewise",NA,1,TRUE,3146
"SimSeq",NA,1,TRUE,3147
"Simile",NA,1,TRUE,3148
"SimpleTable",NA,1,TRUE,3149
"SimplicialCubature",NA,0,TRUE,3150
"SimuChemPC",NA,1,TRUE,3151
"SimultAnR",NA,1,TRUE,3152
"SinIW",NA,1,TRUE,3153
"SixSigma",NA,0,TRUE,3154
"SizeEstimation",NA,1,TRUE,3155
"SkewHyperbolic",NA,1,TRUE,3156
"Skillings.Mack",NA,1,TRUE,3157
"SkyWatchr",NA,1,TRUE,3158
"Sleuth2",NA,1,TRUE,3159
"Sleuth3",NA,1,TRUE,3160
"SlimPLS",NA,0,TRUE,3161
"SmartSVA",NA,0,TRUE,3162
"SmarterPoland",NA,0,TRUE,3163
"SmoothHazard",NA,1,TRUE,3164
"SnakeCharmR",NA,0,TRUE,3165
"Snowball",NA,0,TRUE,3166
"SnowballC",NA,1,TRUE,3167
"SoDA",NA,1,TRUE,3168
"SoPhy",NA,0,TRUE,3169
"SocialMediaLab",NA,0,TRUE,3170
"SocialMediaMineR",NA,0,TRUE,3171
"SocialNetworks",NA,1,TRUE,3172
"SocialPosition",NA,1,TRUE,3173
"SocrataR",NA,0,TRUE,3174
"Sofi",NA,1,TRUE,3175
"SoftClustering",NA,1,TRUE,3176
"SoilR",NA,1,TRUE,3177
"SortableHTMLTables",NA,0,TRUE,3178
"SoundexBR",NA,1,TRUE,3179
"SoyNAM",NA,0,TRUE,3180
"SpATS",NA,1,TRUE,3181
"SpaDES",NA,1,TRUE,3182
"SpaTimeClus",NA,0,FALSE,3183
"SparseDC",NA,1,TRUE,3184
"SparseGrid",NA,1,TRUE,3185
"SparseLearner",NA,1,TRUE,3186
"SparseLogReg",NA,0,TRUE,3187
"SparseM",NA,1,TRUE,3188
"SparseTSCGM",NA,1,TRUE,3189
"SpatMCA",NA,0,TRUE,3190
"SpatPCA",NA,0,TRUE,3191
"SpatialAcc",NA,1,TRUE,3192
"SpatialEpi",NA,1,TRUE,3193
"SpatialEpiApp",NA,1,TRUE,3194
"SpatialExtremes",NA,1,TRUE,3195
"SpatialNP",NA,1,TRUE,3196
"SpatialPack",NA,1,TRUE,3197
"SpatialPosition",NA,1,TRUE,3198
"SpatialTools",NA,0,TRUE,3199
"SpatialVx",NA,0,TRUE,3200
"SpatioTemporal",NA,1,TRUE,3201
"SpecHelpers",NA,1,TRUE,3202
"SpeciesMix",NA,0,TRUE,3203
"SpecsVerification",NA,0,TRUE,3204
"SpectralGEM",NA,0,TRUE,3205
"SpherWave",NA,0,TRUE,3206
"SphericalCubature",NA,1,TRUE,3207
"SphericalK",NA,0,TRUE,3208
"SportsAnalytics",NA,1,TRUE,3209
"SqlRender",NA,1,TRUE,3210
"StAMPP",NA,1,TRUE,3211
"StMoMo",NA,1,TRUE,3212
"StMoSim",NA,0,TRUE,3213
"StVAR",NA,1,TRUE,3214
"StableEstim",NA,1,TRUE,3215
"Stack",NA,0,TRUE,3216
"StanHeaders",NA,1,TRUE,3217
"StandardizeText",NA,0,FALSE,3218
"StatCharrms",NA,1,TRUE,3219
"StatDA",NA,1,TRUE,3220
"StatDataML",NA,1,TRUE,3221
"StatFingerprints",NA,0,TRUE,3222
"StatMatch",NA,1,TRUE,3223
"StatMeasures",NA,0,FALSE,3224
"StatMethRank",NA,0,TRUE,3225
"StatRank",NA,1,TRUE,3226
"StateTrace",NA,0,TRUE,3227
"Statomica",NA,0,TRUE,3228
"SteinerNet",NA,0,TRUE,3229
"Stem",NA,0,FALSE,3230
"StereoMorph",NA,0,TRUE,3231
"Stickbreaker",NA,0,FALSE,3232
"StochKit2R",NA,0,TRUE,3233
"StochaTR",NA,0,TRUE,3234
"StockChina",NA,1,TRUE,3235
"Storm",NA,1,TRUE,3236
"StrainRanking",NA,1,TRUE,3237
"StratSel",NA,0,TRUE,3238
"Strategy",NA,1,TRUE,3239
"StratifiedBalancing",NA,1,TRUE,3240
"StratifiedRF",NA,1,TRUE,3241
"StreamMetabolism",NA,1,TRUE,3242
"StreamingLm",NA,0,TRUE,3243
"StressStrength",NA,1,TRUE,3244
"StructFDR",NA,1,TRUE,3245
"StructR",NA,0,TRUE,3246
"SubLasso",NA,0,FALSE,3247
"SubTite",NA,1,TRUE,3248
"SubVis",NA,0,TRUE,3249
"SubgrpID",NA,0,TRUE,3250
"SubpathwayGMir",NA,0,FALSE,3251
"SubpathwayMiner",NA,0,TRUE,3252
"Sunclarco",NA,0,FALSE,3253
"Sunder",NA,1,TRUE,3254
"SunterSampling",NA,1,TRUE,3255
"SuperExactTest",NA,1,TRUE,3256
"SuperLearner",NA,1,TRUE,3257
"SuppDists",NA,1,TRUE,3258
"Surrogate",NA,1,TRUE,3259
"Surrogate",NA,0,TRUE,3260
"SurvDisc",NA,0,FALSE,3261
"SurvRegCensCov",NA,0,TRUE,3262
"SvyNom",NA,1,TRUE,3263
"SwarmSVM",NA,1,TRUE,3264
"SweaveListingUtils",NA,1,TRUE,3265
"SwissAir",NA,1,TRUE,3266
"SyNet",NA,1,TRUE,3267
"SymTS",NA,0,FALSE,3268
"SyncMove",NA,0,FALSE,3269
"SyncRNG",NA,0,FALSE,3270
"SynchWave",NA,1,TRUE,3271
"Synth",NA,1,TRUE,3272
"TAHMMAnnot",NA,0,TRUE,3273
"TAM",NA,1,TRUE,3274
"TANDEM",NA,1,TRUE,3275
"TANOVA",NA,0,FALSE,3276
"TAQMNGR",NA,1,TRUE,3277
"TBEST",NA,0,TRUE,3278
"TBSSurvival",NA,1,TRUE,3279
"TCC",NA,0,TRUE,3280
"TCGA2STAT",NA,0,TRUE,3281
"TCGAretriever",NA,1,TRUE,3282
"TCIApathfinder",NA,1,TRUE,3283
"TDA",NA,1,TRUE,3284
"TDAmapper",NA,0,FALSE,3285
"TDCor",NA,0,TRUE,3286
"TDD",NA,0,TRUE,3287
"TDMR",NA,0,TRUE,3288
"TDPanalysis",NA,0,FALSE,3289
"TDboost",NA,0,TRUE,3290
"TED",NA,0,TRUE,3291
"TEEReg",NA,1,TRUE,3292
"TEQR",NA,1,TRUE,3293
"TERAplusB",NA,0,FALSE,3294
"TESS",NA,0,TRUE,3295
"TExPosition",NA,0,TRUE,3296
"TFDEA",NA,0,TRUE,3297
"TFMPvalue",NA,1,TRUE,3298
"TGUICore",NA,0,TRUE,3299
"TGUITeaching",NA,0,TRUE,3300
"TH.data",NA,1,TRUE,3301
"TIMP",NA,0,TRUE,3302
"TITAN2",NA,0,FALSE,3303
"TInPosition",NA,0,TRUE,3304
"TKF",NA,1,TRUE,3305
"TLBC",NA,0,FALSE,3306
"TLMoments",NA,1,TRUE,3307
"TLdating",NA,1,TRUE,3308
"TMB",NA,1,TRUE,3309
"TOC",NA,0,TRUE,3310
"TOSTER",NA,1,TRUE,3311
"TP.idm",NA,0,TRUE,3312
"TPAM",NA,0,TRUE,3313
"TPEA",NA,1,TRUE,3314
"TPmsm",NA,1,TRUE,3315
"TR8",NA,1,TRUE,3316
"TRADER",NA,1,TRUE,3317
"TRAMPR",NA,1,TRUE,3318
"TRD",NA,1,TRUE,3319
"TRIANG",NA,0,TRUE,3320
"TRIANGG",NA,0,TRUE,3321
"TROM",NA,0,TRUE,3322
"TRSbook",NA,1,TRUE,3323
"TSA",NA,1,TRUE,3324
"TSAgg",NA,0,TRUE,3325
"TSCS",NA,0,TRUE,3326
"TSEN",NA,0,TRUE,3327
"TSHRC",NA,0,TRUE,3328
"TSMySQL",NA,1,TRUE,3329
"TSP",NA,1,TRUE,3330
"TSPC",NA,0,TRUE,3331
"TSPostgreSQL",NA,1,TRUE,3332
"TSPred",NA,1,TRUE,3333
"TSSQLite",NA,1,TRUE,3334
"TSTr",NA,0,TRUE,3335
"TSTutorial",NA,0,TRUE,3336
"TSclust",NA,1,TRUE,3337
"TScompare",NA,1,TRUE,3338
"TSdata",NA,1,TRUE,3339
"TSdbi",NA,0,TRUE,3340
"TSdist",NA,1,TRUE,3341
"TSfame",NA,1,TRUE,3342
"TSgetSymbol",NA,0,TRUE,3343
"TShistQuote",NA,0,TRUE,3344
"TSjson",NA,0,TRUE,3345
"TSmisc",NA,1,TRUE,3346
"TSodbc",NA,1,TRUE,3347
"TSpadi",NA,0,TRUE,3348
"TSsdmx",NA,1,TRUE,3349
"TSsql",NA,0,TRUE,3350
"TSxls",NA,0,TRUE,3351
"TSzip",NA,0,TRUE,3352
"TTAinterfaceTrendAnalysis",NA,1,TRUE,3353
"TTCA",NA,1,TRUE,3354
"TTR",NA,1,TRUE,3355
"TTmoment",NA,0,FALSE,3356
"TUWmodel",NA,1,TRUE,3357
"TWIX",NA,0,TRUE,3358
"Table1Heatmap",NA,0,FALSE,3359
"TableMonster",NA,1,TRUE,3360
"TableToLongForm",NA,1,TRUE,3361
"Tampo",NA,0,TRUE,3362
"TapeR",NA,1,TRUE,3363
"Tariff",NA,0,TRUE,3364
"TauP.R",NA,1,TRUE,3365
"TauStar",NA,0,TRUE,3366
"Taxonstand",NA,0,TRUE,3367
"TcGSA",NA,0,TRUE,3368
"Tcomp",NA,0,FALSE,3369
"TeXCheckR",NA,1,TRUE,3370
"TeachBayes",NA,0,TRUE,3371
"TeachingDemos",NA,1,TRUE,3372
"TeachingSampling",NA,1,TRUE,3373
"TestFunctions",NA,0,TRUE,3374
"TestScorer",NA,1,TRUE,3375
"TestSurvRec",NA,0,TRUE,3376
"TextRegression",NA,0,TRUE,3377
"TextoMineR",NA,0,TRUE,3378
"ThermIndex",NA,1,TRUE,3379
"Thermimage",NA,0,TRUE,3380
"Thinknum",NA,1,TRUE,3381
"ThreeArmedTrials",NA,0,TRUE,3382
"ThreeGroups",NA,1,TRUE,3383
"ThreeWay",NA,1,TRUE,3384
"ThresholdROC",NA,1,TRUE,3385
"TickExec",NA,0,TRUE,3386
"TiddlyWikiR",NA,0,TRUE,3387
"TideCurves",NA,1,TRUE,3388
"TideHarmonics",NA,0,TRUE,3389
"TideTables",NA,1,TRUE,3390
"Tides",NA,1,TRUE,3391
"TileManager",NA,1,TRUE,3392
"TilePlot",NA,0,TRUE,3393
"TimeMachine",NA,1,TRUE,3394
"TimeProjection",NA,1,TRUE,3395
"TimeWarp",NA,1,TRUE,3396
"Tinflex",NA,1,TRUE,3397
"TinnR",NA,0,TRUE,3398
"TipDatingBeast",NA,1,TRUE,3399
"TippingPoint",NA,0,TRUE,3400
"Tmisc",NA,1,TRUE,3401
"Tnseq",NA,1,TRUE,3402
"TopKLists",NA,1,TRUE,3403
"TotalCopheneticIndex",NA,0,FALSE,3404
"ToxLim",NA,0,TRUE,3405
"TraMineR",NA,1,TRUE,3406
"TraMineRextras",NA,1,TRUE,3407
"TrackReconstruction",NA,1,TRUE,3408
"TradeStrategyAnalyzer",NA,0,TRUE,3409
"Trading",NA,1,TRUE,3410
"Traitspace",NA,1,TRUE,3411
"TransModel",NA,0,TRUE,3412
"TransferEntropy",NA,1,TRUE,3413
"TreatmentSelection",NA,1,TRUE,3414
"TreeBUGS",NA,1,TRUE,3415
"TreePar",NA,1,TRUE,3416
"TreeRank",NA,0,TRUE,3417
"TreeSim",NA,0,TRUE,3418
"TreeSimGM",NA,1,TRUE,3419
"TrendInTrend",NA,1,TRUE,3420
"TriMatch",NA,1,TRUE,3421
"TriadSim",NA,0,TRUE,3422
"TrialSize",NA,1,TRUE,3423
"TripleR",NA,1,TRUE,3424
"TropFishR",NA,1,TRUE,3425
"Tsphere",NA,0,FALSE,3426
"TukeyC",NA,1,TRUE,3427
"TunePareto",NA,0,TRUE,3428
"TurtleGraphics",NA,0,TRUE,3429
"TwoCop",NA,0,FALSE,3430
"TwoPhaseInd",NA,0,TRUE,3431
"TwoStepCLogit",NA,0,TRUE,3432
"TwoWaySurvival",NA,0,TRUE,3433
"TwslmSpikeWeight",NA,0,TRUE,3434
"UBCRM",NA,1,TRUE,3435
"UBL",NA,1,TRUE,3436
"UNCLES",NA,1,TRUE,3437
"UNF",NA,1,TRUE,3438
"UPMASK",NA,1,TRUE,3439
"USAboundaries",NA,1,TRUE,3440
"USGSstates2k",NA,1,TRUE,3441
"USPS",NA,0,TRUE,3442
"UScancer",NA,1,TRUE,3443
"UScensus2000",NA,0,TRUE,3444
"UScensus2000add",NA,0,TRUE,3445
"UScensus2000blkgrp",NA,0,TRUE,3446
"UScensus2000cdp",NA,0,TRUE,3447
"UScensus2000tract",NA,0,TRUE,3448
"UScensus2010",NA,1,TRUE,3449
"UStatBookABSC",NA,0,FALSE,3450
"Ultimixt",NA,0,TRUE,3451
"Umacs",NA,0,TRUE,3452
"Unicode",NA,1,TRUE,3453
"UnivRNG",NA,0,FALSE,3454
"UpSetR",NA,0,TRUE,3455
"UsingR",NA,1,TRUE,3456
"V8",NA,1,TRUE,3457
"VA",NA,0,TRUE,3458
"VAR.etp",NA,0,TRUE,3459
"VARSEDIG",NA,1,TRUE,3460
"VARsignR",NA,0,FALSE,3461
"VBLPCM",NA,0,TRUE,3462
"VBMA4hmm",NA,0,TRUE,3463
"VBmix",NA,1,TRUE,3464
"VCA",NA,1,TRUE,3465
"VDA",NA,1,TRUE,3466
"VDAP",NA,0,FALSE,3467
"VDCutil",NA,0,TRUE,3468
"VGAM",NA,1,TRUE,3469
"VGAMdata",NA,1,TRUE,3470
"VHDClassification",NA,0,TRUE,3471
"VIF",NA,0,TRUE,3472
"VIFCP",NA,1,TRUE,3473
"VIGoR",NA,0,FALSE,3474
"VIM",NA,1,TRUE,3475
"VIMGUI",NA,0,TRUE,3476
"VLMC",NA,1,TRUE,3477
"VNM",NA,1,TRUE,3478
"VPdtw",NA,0,TRUE,3479
"VR",NA,0,TRUE,3480
"VRPM",NA,1,TRUE,3481
"VSE",NA,0,FALSE,3482
"VSURF",NA,1,TRUE,3483
"VTrack",NA,1,TRUE,3484
"VWPre",NA,1,TRUE,3485
"VaR",NA,0,TRUE,3486
"VarED",NA,0,FALSE,3487
"VarEff",NA,0,TRUE,3488
"VarReg",NA,0,TRUE,3489
"VarSelLCM",NA,1,TRUE,3490
"VarSwapPrice",NA,0,FALSE,3491
"VarfromPDB",NA,0,TRUE,3492
"VariABEL",NA,1,TRUE,3493
"VariableScreening",NA,1,TRUE,3494
"VarianceGamma",NA,1,TRUE,3495
"VdgRsm",NA,0,TRUE,3496
"Vdgraph",NA,0,TRUE,3497
"VecStatGraphs2D",NA,1,TRUE,3498
"VecStatGraphs3D",NA,0,TRUE,3499
"VennDiagram",NA,1,TRUE,3500
"VertexSort",NA,0,TRUE,3501
"VeryLargeIntegers",NA,1,TRUE,3502
"VetResearchLMM",NA,1,TRUE,3503
"VhayuR",NA,0,TRUE,3504
"ViSiElse",NA,1,TRUE,3505
"VideoComparison",NA,1,TRUE,3506
"VineCopula",NA,1,TRUE,3507
"VisCov",NA,0,TRUE,3508
"VisuClust",NA,1,TRUE,3509
"VizCompX",NA,0,TRUE,3510
"VizOR",NA,0,TRUE,3511
"W2CWM2C",NA,1,TRUE,3512
"W3CMarkupValidator",NA,1,TRUE,3513
"WARN",NA,1,TRUE,3514
"WCQ",NA,1,TRUE,3515
"WDI",NA,1,TRUE,3516
"WGCNA",NA,1,TRUE,3517
"WHO",NA,1,TRUE,3518
"WINRPACK",NA,0,TRUE,3519
"WMBrukerParser",NA,0,TRUE,3520
"WMCapacity",NA,1,TRUE,3521
"WMTregions",NA,0,TRUE,3522
"WPKDE",NA,0,FALSE,3523
"WRS2",NA,0,TRUE,3524
"WRTDStidal",NA,1,TRUE,3525
"WVPlots",NA,1,TRUE,3526
"WWGbook",NA,0,TRUE,3527
"WWR",NA,1,TRUE,3528
"WaterML",NA,0,TRUE,3529
"Watersheds",NA,1,TRUE,3530
"Wats",NA,0,TRUE,3531
"WaveCD",NA,0,TRUE,3532
"WaveCGH",NA,0,TRUE,3533
"WaveLetLongMemory",NA,0,TRUE,3534
"WaveletCo",NA,0,TRUE,3535
"WaveletComp",NA,0,FALSE,3536
"WebDevelopR",NA,0,TRUE,3537
"WebGestaltR",NA,0,TRUE,3538
"WeedMap",NA,0,TRUE,3539
"WeightedCluster",NA,1,TRUE,3540
"WeightedPortTest",NA,0,FALSE,3541
"WeightedROC",NA,1,TRUE,3542
"WhatIf",NA,1,TRUE,3543
"WhiteStripe",NA,0,TRUE,3544
"WhopGenome",NA,0,TRUE,3545
"WiSEBoot",NA,1,TRUE,3546
"WideLM",NA,0,TRUE,3547
"WikidataQueryServiceR",NA,1,TRUE,3548
"WikidataR",NA,1,TRUE,3549
"WikipediR",NA,1,TRUE,3550
"WikipediaR",NA,1,TRUE,3551
"WilcoxCV",NA,0,TRUE,3552
"Wmisc",NA,0,TRUE,3553
"WordPools",NA,0,TRUE,3554
"WordR",NA,1,TRUE,3555
"Wrapped",NA,1,TRUE,3556
"WrightMap",NA,0,TRUE,3557
"WriteXLS",NA,0,TRUE,3558
"WufooR",NA,1,TRUE,3559
"XBRL",NA,0,TRUE,3560
"XGR",NA,1,TRUE,3561
"XLConnect",NA,0,TRUE,3562
"XLConnectJars",NA,0,TRUE,3563
"XML",NA,1,TRUE,3564
"XML2R",NA,0,TRUE,3565
"XMLSchema",NA,0,TRUE,3566
"XNomial",NA,0,TRUE,3567
"XReg",NA,0,TRUE,3568
"XiMpLe",NA,1,TRUE,3569
"Xmisc",NA,1,TRUE,3570
"Xplortext",NA,0,FALSE,3571
"YPmodel",NA,1,TRUE,3572
"YaleToolkit",NA,0,TRUE,3573
"YieldCurve",NA,1,TRUE,3574
"YjdnJlp",NA,0,TRUE,3575
"YourCast",NA,0,TRUE,3576
"YplantQMC",NA,0,TRUE,3577
"YuGene",NA,1,TRUE,3578
"ZIBseq",NA,1,TRUE,3579
"ZIGP",NA,0,TRUE,3580
"ZIM",NA,1,TRUE,3581
"ZRA",NA,1,TRUE,3582
"ZeBook",NA,1,TRUE,3583
"Zelig",NA,1,TRUE,3584
"ZeligChoice",NA,1,TRUE,3585
"ZeligEI",NA,1,TRUE,3586
"ZeligGAM",NA,0,TRUE,3587
"ZeligMultilevel",NA,0,TRUE,3588
"ZillowR",NA,0,FALSE,3589
"aBioMarVsuit",NA,0,TRUE,3590
"aCGH.Spline",NA,0,TRUE,3591
"aCRM",NA,0,TRUE,3592
"aLFQ",NA,0,TRUE,3593
"aRpsDCA",NA,1,TRUE,3594
"aRxiv",NA,1,TRUE,3595
"aSPU",NA,1,TRUE,3596
"aVirtualTwins",NA,0,FALSE,3597
"aaMI",NA,0,TRUE,3598
"abbyyR",NA,1,TRUE,3599
"abc",NA,0,TRUE,3600
"abc.data",NA,0,FALSE,3601
"abcdeFBA",NA,1,TRUE,3602
"abcrf",NA,1,TRUE,3603
"abctools",NA,1,TRUE,3604
"abd",NA,1,TRUE,3605
"abf2",NA,0,TRUE,3606
"abind",NA,1,TRUE,3607
"abn",NA,1,TRUE,3608
"abundant",NA,1,TRUE,3609
"acc",NA,0,TRUE,3610
"accelerometry",NA,0,TRUE,3611
"accelmissing",NA,1,TRUE,3612
"accrual",NA,1,TRUE,3613
"accrued",NA,1,TRUE,3614
"accuracy",NA,0,TRUE,3615
"acebayes",NA,1,TRUE,3616
"acepack",NA,0,TRUE,3617
"acer",NA,0,TRUE,3618
"acid",NA,1,TRUE,3619
"acm4r",NA,0,FALSE,3620
"acmeR",NA,1,TRUE,3621
"acnr",NA,1,TRUE,3622
"acopula",NA,1,TRUE,3623
"acp",NA,0,TRUE,3624
"acrt",NA,0,TRUE,3625
"acs",NA,1,TRUE,3626
"acss",NA,1,TRUE,3627
"activity",NA,1,TRUE,3628
"activpalProcessing",NA,0,TRUE,3629
"actuar",NA,0,TRUE,3630
"ada",NA,0,TRUE,3631
"adabag",NA,0,TRUE,3632
"adagio",NA,0,TRUE,3633
"adapr",NA,1,TRUE,3634
"adapt",NA,0,TRUE,3635
"adaptMCMC",NA,1,TRUE,3636
"adaptTest",NA,0,FALSE,3637
"adaptiveGPCA",NA,1,TRUE,3638
"adaptivetau",NA,0,TRUE,3639
